Introducing contestants...
* Player 1, weighing 23 bytes, "zork" ("I'M ALIIIIVE") !
* Player 2, weighing 617 bytes, "helltrain" ("choo-choo, motherf*****s !") !
Process 542 hasn't lived for 173 cycles (CTD 136)
Process 541 hasn't lived for 158 cycles (CTD 136)
Process 536 hasn't lived for 213 cycles (CTD 136)
Process 534 hasn't lived for 198 cycles (CTD 136)
Process 525 hasn't lived for 238 cycles (CTD 136)
Process 521 hasn't lived for 158 cycles (CTD 136)
Process 509 hasn't lived for 198 cycles (CTD 136)
Process 495 hasn't lived for 238 cycles (CTD 136)
Process 493 hasn't lived for 143 cycles (CTD 136)
Process 478 hasn't lived for 144 cycles (CTD 136)
Process 477 hasn't lived for 183 cycles (CTD 136)
Process 460 hasn't lived for 184 cycles (CTD 136)
Process 457 hasn't lived for 153 cycles (CTD 136)
Process 452 hasn't lived for 154 cycles (CTD 136)
Process 451 hasn't lived for 193 cycles (CTD 136)
Process 444 hasn't lived for 194 cycles (CTD 136)
Process 443 hasn't lived for 233 cycles (CTD 136)
Process 442 hasn't lived for 153 cycles (CTD 136)
Process 439 hasn't lived for 138 cycles (CTD 136)
Process 434 hasn't lived for 234 cycles (CTD 136)
Process 432 hasn't lived for 193 cycles (CTD 136)
Process 428 hasn't lived for 178 cycles (CTD 136)
Process 420 hasn't lived for 233 cycles (CTD 136)
Process 415 hasn't lived for 218 cycles (CTD 136)
Process 409 hasn't lived for 138 cycles (CTD 136)
Process 393 hasn't lived for 178 cycles (CTD 136)
Process 382 hasn't lived for 148 cycles (CTD 136)
Process 377 hasn't lived for 188 cycles (CTD 136)
Process 369 hasn't lived for 228 cycles (CTD 136)
Process 357 hasn't lived for 173 cycles (CTD 136)
Process 346 hasn't lived for 174 cycles (CTD 136)
Process 345 hasn't lived for 213 cycles (CTD 136)
Process 332 hasn't lived for 214 cycles (CTD 136)
Process 330 hasn't lived for 173 cycles (CTD 136)
Process 324 hasn't lived for 158 cycles (CTD 136)
Process 315 hasn't lived for 243 cycles (CTD 136)
Process 312 hasn't lived for 183 cycles (CTD 136)
Process 311 hasn't lived for 168 cycles (CTD 136)
Process 306 hasn't lived for 223 cycles (CTD 136)
Process 304 hasn't lived for 208 cycles (CTD 136)
Process 291 hasn't lived for 168 cycles (CTD 136)
Process 279 hasn't lived for 208 cycles (CTD 136)
Process 263 hasn't lived for 153 cycles (CTD 136)
Process 256 hasn't lived for 143 cycles (CTD 136)
Process 254 hasn't lived for 163 cycles (CTD 136)
Process 249 hasn't lived for 164 cycles (CTD 136)
Process 248 hasn't lived for 203 cycles (CTD 136)
Process 241 hasn't lived for 204 cycles (CTD 136)
Process 240 hasn't lived for 243 cycles (CTD 136)
Process 239 hasn't lived for 163 cycles (CTD 136)
Process 236 hasn't lived for 148 cycles (CTD 136)
Process 231 hasn't lived for 244 cycles (CTD 136)
Process 229 hasn't lived for 203 cycles (CTD 136)
Process 225 hasn't lived for 188 cycles (CTD 136)
Process 217 hasn't lived for 243 cycles (CTD 136)
Process 212 hasn't lived for 228 cycles (CTD 136)
Process 206 hasn't lived for 148 cycles (CTD 136)
Process 203 hasn't lived for 158 cycles (CTD 136)
Process 198 hasn't lived for 198 cycles (CTD 136)
Process 190 hasn't lived for 238 cycles (CTD 136)
Process 188 hasn't lived for 143 cycles (CTD 136)
Process 179 hasn't lived for 144 cycles (CTD 136)
Process 178 hasn't lived for 183 cycles (CTD 136)
Process 167 hasn't lived for 184 cycles (CTD 136)
Process 166 hasn't lived for 223 cycles (CTD 136)
Process 165 hasn't lived for 143 cycles (CTD 136)
Process 157 hasn't lived for 193 cycles (CTD 136)
Process 156 hasn't lived for 178 cycles (CTD 136)
Process 151 hasn't lived for 233 cycles (CTD 136)
Process 149 hasn't lived for 218 cycles (CTD 136)
Process 146 hasn't lived for 138 cycles (CTD 136)
Process 136 hasn't lived for 178 cycles (CTD 136)
Process 124 hasn't lived for 218 cycles (CTD 136)
Process 122 hasn't lived for 153 cycles (CTD 136)
Process 120 hasn't lived for 173 cycles (CTD 136)
Process 115 hasn't lived for 184 cycles (CTD 136)
Process 114 hasn't lived for 213 cycles (CTD 136)
Process 107 hasn't lived for 224 cycles (CTD 136)
Process 105 hasn't lived for 173 cycles (CTD 136)
Process 102 hasn't lived for 158 cycles (CTD 136)
Process 95 hasn't lived for 213 cycles (CTD 136)
Process 90 hasn't lived for 168 cycles (CTD 136)
Process 85 hasn't lived for 208 cycles (CTD 136)
Process 75 hasn't lived for 153 cycles (CTD 136)
Process 66 hasn't lived for 179 cycles (CTD 136)
Process 62 hasn't lived for 203 cycles (CTD 136)
Process 61 hasn't lived for 188 cycles (CTD 136)
Process 56 hasn't lived for 243 cycles (CTD 136)
Process 54 hasn't lived for 228 cycles (CTD 136)
Process 51 hasn't lived for 148 cycles (CTD 136)
Process 45 hasn't lived for 163 cycles (CTD 136)
Process 43 hasn't lived for 183 cycles (CTD 136)
Process 38 hasn't lived for 234 cycles (CTD 136)
Process 37 hasn't lived for 223 cycles (CTD 136)
Process 36 hasn't lived for 143 cycles (CTD 136)
Process 28 hasn't lived for 178 cycles (CTD 136)
Process 23 hasn't lived for 218 cycles (CTD 136)
Process 22 hasn't lived for 149 cycles (CTD 136)
Process 15 hasn't lived for 213 cycles (CTD 136)
Process 14 hasn't lived for 196 cycles (CTD 136)
Process 10 hasn't lived for 173 cycles (CTD 136)
Process 8 hasn't lived for 196 cycles (CTD 136)
Process 5 hasn't lived for 191 cycles (CTD 136)
Process 3 hasn't lived for 186 cycles (CTD 136)
Process 1256 hasn't lived for 90 cycles (CTD 86)
Process 1214 hasn't lived for 210 cycles (CTD 86)
Process 1186 hasn't lived for 194 cycles (CTD 86)
Process 1122 hasn't lived for 220 cycles (CTD 86)
Process 1109 hasn't lived for 204 cycles (CTD 86)
Process 1043 hasn't lived for 189 cycles (CTD 86)
Process 1034 hasn't lived for 94 cycles (CTD 86)
Process 1024 hasn't lived for 190 cycles (CTD 86)
Process 974 hasn't lived for 199 cycles (CTD 86)
Process 965 hasn't lived for 200 cycles (CTD 86)
Process 904 hasn't lived for 89 cycles (CTD 86)
Process 885 hasn't lived for 90 cycles (CTD 86)
Process 848 hasn't lived for 194 cycles (CTD 86)
Process 810 hasn't lived for 219 cycles (CTD 86)
Process 795 hasn't lived for 220 cycles (CTD 86)
Process 775 hasn't lived for 219 cycles (CTD 86)
Process 767 hasn't lived for 204 cycles (CTD 86)
Process 737 hasn't lived for 189 cycles (CTD 86)
Process 732 hasn't lived for 94 cycles (CTD 86)
Process 726 hasn't lived for 214 cycles (CTD 86)
Process 696 hasn't lived for 214 cycles (CTD 86)
Process 660 hasn't lived for 199 cycles (CTD 86)
Process 641 hasn't lived for 200 cycles (CTD 86)
Process 631 hasn't lived for 89 cycles (CTD 86)
Process 624 hasn't lived for 209 cycles (CTD 86)
Process 615 hasn't lived for 210 cycles (CTD 86)
Process 601 hasn't lived for 209 cycles (CTD 86)
Process 596 hasn't lived for 194 cycles (CTD 86)
Process 556 hasn't lived for 194 cycles (CTD 86)
Process 531 hasn't lived for 204 cycles (CTD 86)
Process 507 hasn't lived for 189 cycles (CTD 86)
Process 501 hasn't lived for 94 cycles (CTD 86)
Process 494 hasn't lived for 190 cycles (CTD 86)
Process 476 hasn't lived for 189 cycles (CTD 86)
Process 461 hasn't lived for 94 cycles (CTD 86)
Process 459 hasn't lived for 219 cycles (CTD 86)
Process 450 hasn't lived for 199 cycles (CTD 86)
Process 421 hasn't lived for 89 cycles (CTD 86)
Process 408 hasn't lived for 90 cycles (CTD 86)
Process 390 hasn't lived for 89 cycles (CTD 86)
Process 367 hasn't lived for 219 cycles (CTD 86)
Process 358 hasn't lived for 220 cycles (CTD 86)
Process 344 hasn't lived for 219 cycles (CTD 86)
Process 339 hasn't lived for 204 cycles (CTD 86)
Process 301 hasn't lived for 214 cycles (CTD 86)
Process 277 hasn't lived for 199 cycles (CTD 86)
Process 264 hasn't lived for 200 cycles (CTD 86)
Process 247 hasn't lived for 209 cycles (CTD 86)
Process 245 hasn't lived for 194 cycles (CTD 86)
Process 220 hasn't lived for 194 cycles (CTD 86)
Process 196 hasn't lived for 189 cycles (CTD 86)
Process 193 hasn't lived for 94 cycles (CTD 86)
Process 189 hasn't lived for 190 cycles (CTD 86)
Process 177 hasn't lived for 189 cycles (CTD 86)
Process 168 hasn't lived for 94 cycles (CTD 86)
Process 152 hasn't lived for 89 cycles (CTD 86)
Process 145 hasn't lived for 90 cycles (CTD 86)
Process 133 hasn't lived for 89 cycles (CTD 86)
Process 113 hasn't lived for 219 cycles (CTD 86)
Process 111 hasn't lived for 204 cycles (CTD 86)
Process 83 hasn't lived for 199 cycles (CTD 86)
Process 76 hasn't lived for 220 cycles (CTD 86)
Process 59 hasn't lived for 194 cycles (CTD 86)
Process 58 hasn't lived for 95 cycles (CTD 86)
Process 42 hasn't lived for 189 cycles (CTD 86)
Process 39 hasn't lived for 94 cycles (CTD 86)
Process 34 hasn't lived for 209 cycles (CTD 86)
Process 26 hasn't lived for 89 cycles (CTD 86)
Process 21 hasn't lived for 204 cycles (CTD 86)
Process 12 hasn't lived for 199 cycles (CTD 86)
Process 7 hasn't lived for 194 cycles (CTD 86)
Process 1336 hasn't lived for 116 cycles (CTD 36)
Process 1302 hasn't lived for 36 cycles (CTD 36)
Process 1237 hasn't lived for 110 cycles (CTD 36)
Process 1091 hasn't lived for 105 cycles (CTD 36)
Process 1078 hasn't lived for 106 cycles (CTD 36)
Process 979 hasn't lived for 100 cycles (CTD 36)
Process 954 hasn't lived for 100 cycles (CTD 36)
Process 818 hasn't lived for 120 cycles (CTD 36)
Process 778 hasn't lived for 120 cycles (CTD 36)
Process 708 hasn't lived for 115 cycles (CTD 36)
Process 695 hasn't lived for 116 cycles (CTD 36)
Process 677 hasn't lived for 115 cycles (CTD 36)
Process 670 hasn't lived for 100 cycles (CTD 36)
Process 629 hasn't lived for 110 cycles (CTD 36)
Process 604 hasn't lived for 110 cycles (CTD 36)
Process 537 hasn't lived for 105 cycles (CTD 36)
Process 530 hasn't lived for 106 cycles (CTD 36)
Process 518 hasn't lived for 105 cycles (CTD 36)
Process 453 hasn't lived for 100 cycles (CTD 36)
Process 372 hasn't lived for 120 cycles (CTD 36)
Process 347 hasn't lived for 120 cycles (CTD 36)
Process 307 hasn't lived for 115 cycles (CTD 36)
Process 300 hasn't lived for 116 cycles (CTD 36)
Process 288 hasn't lived for 115 cycles (CTD 36)
Process 284 hasn't lived for 100 cycles (CTD 36)
Process 250 hasn't lived for 110 cycles (CTD 36)
Process 201 hasn't lived for 105 cycles (CTD 36)
Process 129 hasn't lived for 110 cycles (CTD 36)
Process 116 hasn't lived for 120 cycles (CTD 36)
Process 96 hasn't lived for 105 cycles (CTD 36)
Process 88 hasn't lived for 115 cycles (CTD 36)
Process 87 hasn't lived for 100 cycles (CTD 36)
Process 67 hasn't lived for 100 cycles (CTD 36)
Process 25 hasn't lived for 110 cycles (CTD 36)
Process 16 hasn't lived for 105 cycles (CTD 36)
Process 9 hasn't lived for 100 cycles (CTD 36)
Process 1422 hasn't lived for 7 cycles (CTD -14)
Process 1346 hasn't lived for 17 cycles (CTD -14)
Process 1325 hasn't lived for 17 cycles (CTD -14)
Process 1311 hasn't lived for 27 cycles (CTD -14)
Process 1310 hasn't lived for 27 cycles (CTD -14)
Process 1309 hasn't lived for 27 cycles (CTD -14)
Process 1308 hasn't lived for 27 cycles (CTD -14)
Process 1307 hasn't lived for 27 cycles (CTD -14)
Process 1306 hasn't lived for 27 cycles (CTD -14)
Process 1305 hasn't lived for 27 cycles (CTD -14)
Process 1304 hasn't lived for 27 cycles (CTD -14)
Process 1303 hasn't lived for 27 cycles (CTD -14)
Process 1301 hasn't lived for 17 cycles (CTD -14)
Process 1300 hasn't lived for 17 cycles (CTD -14)
Process 1299 hasn't lived for 17 cycles (CTD -14)
Process 1298 hasn't lived for 17 cycles (CTD -14)
Process 1297 hasn't lived for 17 cycles (CTD -14)
Process 1296 hasn't lived for 17 cycles (CTD -14)
Process 1295 hasn't lived for 17 cycles (CTD -14)
Process 1294 hasn't lived for 17 cycles (CTD -14)
Process 1293 hasn't lived for 17 cycles (CTD -14)
Process 1292 hasn't lived for 17 cycles (CTD -14)
Process 1289 hasn't lived for 2 cycles (CTD -14)
Process 1287 hasn't lived for 7 cycles (CTD -14)
Process 1286 hasn't lived for 7 cycles (CTD -14)
Process 1285 hasn't lived for 7 cycles (CTD -14)
Process 1284 hasn't lived for 7 cycles (CTD -14)
Process 1283 hasn't lived for 7 cycles (CTD -14)
Process 1282 hasn't lived for 7 cycles (CTD -14)
Process 1281 hasn't lived for 7 cycles (CTD -14)
Process 1280 hasn't lived for 7 cycles (CTD -14)
Process 1279 hasn't lived for 7 cycles (CTD -14)
Process 1278 hasn't lived for 7 cycles (CTD -14)
Process 1241 hasn't lived for 27 cycles (CTD -14)
Process 1240 hasn't lived for 27 cycles (CTD -14)
Process 1239 hasn't lived for 27 cycles (CTD -14)
Process 1238 hasn't lived for 27 cycles (CTD -14)
Process 1236 hasn't lived for 17 cycles (CTD -14)
Process 1235 hasn't lived for 17 cycles (CTD -14)
Process 1234 hasn't lived for 17 cycles (CTD -14)
Process 1233 hasn't lived for 17 cycles (CTD -14)
Process 1232 hasn't lived for 17 cycles (CTD -14)
Process 1227 hasn't lived for 7 cycles (CTD -14)
Process 1226 hasn't lived for 7 cycles (CTD -14)
Process 1225 hasn't lived for 7 cycles (CTD -14)
Process 1224 hasn't lived for 7 cycles (CTD -14)
Process 1223 hasn't lived for 7 cycles (CTD -14)
Process 1221 hasn't lived for 27 cycles (CTD -14)
Process 1220 hasn't lived for 27 cycles (CTD -14)
Process 1219 hasn't lived for 27 cycles (CTD -14)
Process 1218 hasn't lived for 27 cycles (CTD -14)
Process 1217 hasn't lived for 27 cycles (CTD -14)
Process 1216 hasn't lived for 27 cycles (CTD -14)
Process 1211 hasn't lived for 17 cycles (CTD -14)
Process 1210 hasn't lived for 17 cycles (CTD -14)
Process 1209 hasn't lived for 17 cycles (CTD -14)
Process 1208 hasn't lived for 17 cycles (CTD -14)
Process 1207 hasn't lived for 17 cycles (CTD -14)
Process 1206 hasn't lived for 17 cycles (CTD -14)
Process 1204 hasn't lived for 7 cycles (CTD -14)
Process 1203 hasn't lived for 7 cycles (CTD -14)
Process 1202 hasn't lived for 7 cycles (CTD -14)
Process 1201 hasn't lived for 7 cycles (CTD -14)
Process 1200 hasn't lived for 7 cycles (CTD -14)
Process 1199 hasn't lived for 7 cycles (CTD -14)
Process 1198 hasn't lived for 7 cycles (CTD -14)
Process 1195 hasn't lived for 12 cycles (CTD -14)
Process 1193 hasn't lived for 27 cycles (CTD -14)
Process 1192 hasn't lived for 27 cycles (CTD -14)
Process 1191 hasn't lived for 27 cycles (CTD -14)
Process 1190 hasn't lived for 27 cycles (CTD -14)
Process 1189 hasn't lived for 27 cycles (CTD -14)
Process 1188 hasn't lived for 27 cycles (CTD -14)
Process 1187 hasn't lived for 27 cycles (CTD -14)
Process 1185 hasn't lived for 17 cycles (CTD -14)
Process 1184 hasn't lived for 17 cycles (CTD -14)
Process 1183 hasn't lived for 17 cycles (CTD -14)
Process 1182 hasn't lived for 17 cycles (CTD -14)
Process 1181 hasn't lived for 17 cycles (CTD -14)
Process 1180 hasn't lived for 17 cycles (CTD -14)
Process 1179 hasn't lived for 17 cycles (CTD -14)
Process 1178 hasn't lived for 17 cycles (CTD -14)
Process 1175 hasn't lived for 12 cycles (CTD -14)
Process 1173 hasn't lived for 7 cycles (CTD -14)
Process 1172 hasn't lived for 7 cycles (CTD -14)
Process 1171 hasn't lived for 7 cycles (CTD -14)
Process 1170 hasn't lived for 7 cycles (CTD -14)
Process 1169 hasn't lived for 7 cycles (CTD -14)
Process 1168 hasn't lived for 7 cycles (CTD -14)
Process 1167 hasn't lived for 7 cycles (CTD -14)
Process 1166 hasn't lived for 7 cycles (CTD -14)
Process 1164 hasn't lived for 27 cycles (CTD -14)
Process 1163 hasn't lived for 27 cycles (CTD -14)
Process 1162 hasn't lived for 27 cycles (CTD -14)
Process 1161 hasn't lived for 27 cycles (CTD -14)
Process 1160 hasn't lived for 27 cycles (CTD -14)
Process 1159 hasn't lived for 27 cycles (CTD -14)
Process 1158 hasn't lived for 27 cycles (CTD -14)
Process 1157 hasn't lived for 27 cycles (CTD -14)
Process 1156 hasn't lived for 27 cycles (CTD -14)
Process 1153 hasn't lived for 32 cycles (CTD -14)
Process 1151 hasn't lived for 17 cycles (CTD -14)
Process 1150 hasn't lived for 17 cycles (CTD -14)
Process 1149 hasn't lived for 17 cycles (CTD -14)
Process 1148 hasn't lived for 17 cycles (CTD -14)
Process 1147 hasn't lived for 17 cycles (CTD -14)
Process 1146 hasn't lived for 17 cycles (CTD -14)
Process 1145 hasn't lived for 17 cycles (CTD -14)
Process 1144 hasn't lived for 17 cycles (CTD -14)
Process 1143 hasn't lived for 17 cycles (CTD -14)
Process 1142 hasn't lived for 16 cycles (CTD -14)
Process 1141 hasn't lived for 7 cycles (CTD -14)
Process 1140 hasn't lived for 7 cycles (CTD -14)
Process 1139 hasn't lived for 7 cycles (CTD -14)
Process 1138 hasn't lived for 7 cycles (CTD -14)
Process 1137 hasn't lived for 7 cycles (CTD -14)
Process 1136 hasn't lived for 7 cycles (CTD -14)
Process 1135 hasn't lived for 7 cycles (CTD -14)
Process 1134 hasn't lived for 7 cycles (CTD -14)
Process 1133 hasn't lived for 7 cycles (CTD -14)
Process 1132 hasn't lived for 7 cycles (CTD -14)
Process 1131 hasn't lived for 17 cycles (CTD -14)
Process 1124 hasn't lived for 27 cycles (CTD -14)
Process 1119 hasn't lived for 17 cycles (CTD -14)
Process 1117 hasn't lived for 7 cycles (CTD -14)
Process 1116 hasn't lived for 7 cycles (CTD -14)
Process 1111 hasn't lived for 27 cycles (CTD -14)
Process 1110 hasn't lived for 27 cycles (CTD -14)
Process 1108 hasn't lived for 17 cycles (CTD -14)
Process 1107 hasn't lived for 17 cycles (CTD -14)
Process 1106 hasn't lived for 17 cycles (CTD -14)
Process 1101 hasn't lived for 7 cycles (CTD -14)
Process 1100 hasn't lived for 7 cycles (CTD -14)
Process 1099 hasn't lived for 7 cycles (CTD -14)
Process 1097 hasn't lived for 27 cycles (CTD -14)
Process 1096 hasn't lived for 27 cycles (CTD -14)
Process 1095 hasn't lived for 27 cycles (CTD -14)
Process 1094 hasn't lived for 27 cycles (CTD -14)
Process 1089 hasn't lived for 17 cycles (CTD -14)
Process 1088 hasn't lived for 17 cycles (CTD -14)
Process 1087 hasn't lived for 17 cycles (CTD -14)
Process 1086 hasn't lived for 17 cycles (CTD -14)
Process 1084 hasn't lived for 7 cycles (CTD -14)
Process 1083 hasn't lived for 7 cycles (CTD -14)
Process 1082 hasn't lived for 7 cycles (CTD -14)
Process 1081 hasn't lived for 7 cycles (CTD -14)
Process 1080 hasn't lived for 7 cycles (CTD -14)
Process 1075 hasn't lived for 27 cycles (CTD -14)
Process 1074 hasn't lived for 27 cycles (CTD -14)
Process 1073 hasn't lived for 27 cycles (CTD -14)
Process 1072 hasn't lived for 27 cycles (CTD -14)
Process 1071 hasn't lived for 27 cycles (CTD -14)
Process 1069 hasn't lived for 17 cycles (CTD -14)
Process 1068 hasn't lived for 17 cycles (CTD -14)
Process 1067 hasn't lived for 17 cycles (CTD -14)
Process 1066 hasn't lived for 17 cycles (CTD -14)
Process 1065 hasn't lived for 17 cycles (CTD -14)
Process 1064 hasn't lived for 17 cycles (CTD -14)
Process 1059 hasn't lived for 7 cycles (CTD -14)
Process 1058 hasn't lived for 7 cycles (CTD -14)
Process 1057 hasn't lived for 7 cycles (CTD -14)
Process 1056 hasn't lived for 7 cycles (CTD -14)
Process 1055 hasn't lived for 7 cycles (CTD -14)
Process 1054 hasn't lived for 7 cycles (CTD -14)
Process 1052 hasn't lived for 27 cycles (CTD -14)
Process 1051 hasn't lived for 27 cycles (CTD -14)
Process 1050 hasn't lived for 27 cycles (CTD -14)
Process 1049 hasn't lived for 27 cycles (CTD -14)
Process 1048 hasn't lived for 27 cycles (CTD -14)
Process 1047 hasn't lived for 27 cycles (CTD -14)
Process 1046 hasn't lived for 27 cycles (CTD -14)
Process 1045 hasn't lived for 7 cycles (CTD -14)
Process 1041 hasn't lived for 17 cycles (CTD -14)
Process 1040 hasn't lived for 17 cycles (CTD -14)
Process 1039 hasn't lived for 17 cycles (CTD -14)
Process 1038 hasn't lived for 17 cycles (CTD -14)
Process 1037 hasn't lived for 17 cycles (CTD -14)
Process 1036 hasn't lived for 17 cycles (CTD -14)
Process 1035 hasn't lived for 17 cycles (CTD -14)
Process 1033 hasn't lived for 7 cycles (CTD -14)
Process 1032 hasn't lived for 7 cycles (CTD -14)
Process 1031 hasn't lived for 7 cycles (CTD -14)
Process 1030 hasn't lived for 7 cycles (CTD -14)
Process 1029 hasn't lived for 7 cycles (CTD -14)
Process 1028 hasn't lived for 7 cycles (CTD -14)
Process 1027 hasn't lived for 7 cycles (CTD -14)
Process 1026 hasn't lived for 7 cycles (CTD -14)
Process 1025 hasn't lived for 7 cycles (CTD -14)
Process 1021 hasn't lived for 27 cycles (CTD -14)
Process 1020 hasn't lived for 27 cycles (CTD -14)
Process 1019 hasn't lived for 27 cycles (CTD -14)
Process 1018 hasn't lived for 27 cycles (CTD -14)
Process 1017 hasn't lived for 27 cycles (CTD -14)
Process 1016 hasn't lived for 27 cycles (CTD -14)
Process 1015 hasn't lived for 27 cycles (CTD -14)
Process 1014 hasn't lived for 27 cycles (CTD -14)
Process 1012 hasn't lived for 17 cycles (CTD -14)
Process 1011 hasn't lived for 17 cycles (CTD -14)
Process 1010 hasn't lived for 17 cycles (CTD -14)
Process 1009 hasn't lived for 17 cycles (CTD -14)
Process 1008 hasn't lived for 17 cycles (CTD -14)
Process 1007 hasn't lived for 17 cycles (CTD -14)
Process 1006 hasn't lived for 17 cycles (CTD -14)
Process 1005 hasn't lived for 17 cycles (CTD -14)
Process 1004 hasn't lived for 17 cycles (CTD -14)
Process 1003 hasn't lived for 27 cycles (CTD -14)
Process 1001 hasn't lived for 11 cycles (CTD -14)
Process 1000 hasn't lived for 12 cycles (CTD -14)
Process 999 hasn't lived for 7 cycles (CTD -14)
Process 998 hasn't lived for 7 cycles (CTD -14)
Process 997 hasn't lived for 7 cycles (CTD -14)
Process 996 hasn't lived for 7 cycles (CTD -14)
Process 995 hasn't lived for 7 cycles (CTD -14)
Process 994 hasn't lived for 7 cycles (CTD -14)
Process 993 hasn't lived for 7 cycles (CTD -14)
Process 992 hasn't lived for 7 cycles (CTD -14)
Process 991 hasn't lived for 7 cycles (CTD -14)
Process 985 hasn't lived for 17 cycles (CTD -14)
Process 980 hasn't lived for 7 cycles (CTD -14)
Process 978 hasn't lived for 27 cycles (CTD -14)
Process 977 hasn't lived for 27 cycles (CTD -14)
Process 972 hasn't lived for 17 cycles (CTD -14)
Process 971 hasn't lived for 17 cycles (CTD -14)
Process 969 hasn't lived for 7 cycles (CTD -14)
Process 968 hasn't lived for 7 cycles (CTD -14)
Process 967 hasn't lived for 7 cycles (CTD -14)
Process 962 hasn't lived for 27 cycles (CTD -14)
Process 961 hasn't lived for 27 cycles (CTD -14)
Process 960 hasn't lived for 27 cycles (CTD -14)
Process 958 hasn't lived for 17 cycles (CTD -14)
Process 957 hasn't lived for 17 cycles (CTD -14)
Process 956 hasn't lived for 17 cycles (CTD -14)
Process 955 hasn't lived for 17 cycles (CTD -14)
Process 950 hasn't lived for 7 cycles (CTD -14)
Process 949 hasn't lived for 7 cycles (CTD -14)
Process 948 hasn't lived for 7 cycles (CTD -14)
Process 947 hasn't lived for 7 cycles (CTD -14)
Process 945 hasn't lived for 27 cycles (CTD -14)
Process 944 hasn't lived for 27 cycles (CTD -14)
Process 943 hasn't lived for 27 cycles (CTD -14)
Process 942 hasn't lived for 27 cycles (CTD -14)
Process 941 hasn't lived for 27 cycles (CTD -14)
Process 936 hasn't lived for 17 cycles (CTD -14)
Process 935 hasn't lived for 17 cycles (CTD -14)
Process 934 hasn't lived for 17 cycles (CTD -14)
Process 933 hasn't lived for 17 cycles (CTD -14)
Process 932 hasn't lived for 17 cycles (CTD -14)
Process 930 hasn't lived for 7 cycles (CTD -14)
Process 929 hasn't lived for 7 cycles (CTD -14)
Process 928 hasn't lived for 7 cycles (CTD -14)
Process 927 hasn't lived for 7 cycles (CTD -14)
Process 926 hasn't lived for 7 cycles (CTD -14)
Process 925 hasn't lived for 7 cycles (CTD -14)
Process 921 hasn't lived for 2 cycles (CTD -14)
Process 920 hasn't lived for 27 cycles (CTD -14)
Process 919 hasn't lived for 27 cycles (CTD -14)
Process 918 hasn't lived for 27 cycles (CTD -14)
Process 917 hasn't lived for 27 cycles (CTD -14)
Process 916 hasn't lived for 27 cycles (CTD -14)
Process 915 hasn't lived for 27 cycles (CTD -14)
Process 913 hasn't lived for 17 cycles (CTD -14)
Process 912 hasn't lived for 17 cycles (CTD -14)
Process 911 hasn't lived for 17 cycles (CTD -14)
Process 910 hasn't lived for 17 cycles (CTD -14)
Process 909 hasn't lived for 17 cycles (CTD -14)
Process 908 hasn't lived for 17 cycles (CTD -14)
Process 907 hasn't lived for 17 cycles (CTD -14)
Process 903 hasn't lived for 2 cycles (CTD -14)
Process 902 hasn't lived for 7 cycles (CTD -14)
Process 901 hasn't lived for 7 cycles (CTD -14)
Process 900 hasn't lived for 7 cycles (CTD -14)
Process 899 hasn't lived for 7 cycles (CTD -14)
Process 898 hasn't lived for 7 cycles (CTD -14)
Process 897 hasn't lived for 7 cycles (CTD -14)
Process 896 hasn't lived for 7 cycles (CTD -14)
Process 894 hasn't lived for 27 cycles (CTD -14)
Process 893 hasn't lived for 27 cycles (CTD -14)
Process 892 hasn't lived for 27 cycles (CTD -14)
Process 891 hasn't lived for 27 cycles (CTD -14)
Process 890 hasn't lived for 27 cycles (CTD -14)
Process 889 hasn't lived for 27 cycles (CTD -14)
Process 888 hasn't lived for 27 cycles (CTD -14)
Process 887 hasn't lived for 27 cycles (CTD -14)
Process 883 hasn't lived for 22 cycles (CTD -14)
Process 882 hasn't lived for 17 cycles (CTD -14)
Process 881 hasn't lived for 17 cycles (CTD -14)
Process 880 hasn't lived for 17 cycles (CTD -14)
Process 879 hasn't lived for 17 cycles (CTD -14)
Process 878 hasn't lived for 17 cycles (CTD -14)
Process 877 hasn't lived for 17 cycles (CTD -14)
Process 876 hasn't lived for 17 cycles (CTD -14)
Process 875 hasn't lived for 17 cycles (CTD -14)
Process 873 hasn't lived for 7 cycles (CTD -14)
Process 872 hasn't lived for 7 cycles (CTD -14)
Process 871 hasn't lived for 7 cycles (CTD -14)
Process 870 hasn't lived for 7 cycles (CTD -14)
Process 869 hasn't lived for 7 cycles (CTD -14)
Process 868 hasn't lived for 7 cycles (CTD -14)
Process 867 hasn't lived for 7 cycles (CTD -14)
Process 866 hasn't lived for 7 cycles (CTD -14)
Process 865 hasn't lived for 7 cycles (CTD -14)
Process 864 hasn't lived for 6 cycles (CTD -14)
Process 857 hasn't lived for 7 cycles (CTD -14)
Process 852 hasn't lived for 27 cycles (CTD -14)
Process 850 hasn't lived for 17 cycles (CTD -14)
Process 849 hasn't lived for 17 cycles (CTD -14)
Process 844 hasn't lived for 7 cycles (CTD -14)
Process 843 hasn't lived for 7 cycles (CTD -14)
Process 841 hasn't lived for 27 cycles (CTD -14)
Process 840 hasn't lived for 27 cycles (CTD -14)
Process 839 hasn't lived for 27 cycles (CTD -14)
Process 834 hasn't lived for 17 cycles (CTD -14)
Process 833 hasn't lived for 17 cycles (CTD -14)
Process 832 hasn't lived for 17 cycles (CTD -14)
Process 830 hasn't lived for 7 cycles (CTD -14)
